#k-distance frequency[THz]
0.54291456 1.88375455
0.54550878 1.87343131
0.54810299 1.86335009
0.55069721 1.85357652
0.55329141 1.84417294
0.55588562 1.83519809
0.55847984 1.82670675
0.56107404 1.81874931
0.56366826 1.81137149
0.56626247 1.80461428
0.56885669 1.79851416
0.57145090 1.79310368
0.57404510 1.78841245
0.57663932 1.78446863
0.57923353 1.78130083
0.58182775 1.77894038
0.58442195 1.77742324
0.58701617 1.77679003
0.58961038 1.77708067
0.59220458 1.77831731
0.59479880 1.78046691
0.59739301 1.78338028
0.59998723 1.78672585
0.60258144 1.78997278
0.60517566 1.79248874
0.60776986 1.79375001
0.60776986 1.79375001
0.61041323 1.79539822
0.61305660 1.80014621
0.61569996 1.80752491
0.61834335 1.81703074
0.62098672 1.82824543
0.62363008 1.84086408
0.62627345 1.85466997
0.62891682 1.86950271
0.63156018 1.88523365
0.63420355 1.90174892
0.63684692 1.91893681
0.63949031 1.93667547
0.64213367 1.95481508
0.64477704 1.97314308
0.64742041 1.99130236
0.65006377 2.00857320
0.65270714 2.02327226
0.65535051 2.03171373
0.65799387 2.03006590
0.66063726 2.01961218
0.66328063 2.00358587
0.66592400 1.98375391
0.66856736 1.96091823
0.67121073 1.93550559
0.67385410 1.90780713
0.67649746 1.87807132
0.67914083 1.84654219
0.68178422 1.81347459
0.68442758 1.77913760
0.68707095 1.74381131
0.68971432 1.70777980
0.69235768 1.67132270
0.69500105 1.63470746
0.69764442 1.59818374
0.70028778 1.56198231
0.70293117 1.52632218
0.70557454 1.49144534
0.70821791 1.45784155
0.71086127 1.43280676

0.00000000 1.60380999
0.00259421 1.60378142
0.00518843 1.60369715
0.00778263 1.60356158
0.01037685 1.60338212
0.01297106 1.60316938
0.01556528 1.60293735
0.01815948 1.60270372
0.02075369 1.60249033
0.02334791 1.60232519
0.02594212 1.62218108
0.02853634 1.68065898
0.03113054 1.70585210
0.03372476 1.71440568
0.03631897 1.72385895
0.03891317 1.73417498
0.04150739 1.74522060
0.04410160 1.75678843
0.04669582 1.76858938
0.04929003 1.78023620
0.05188425 1.79120770
0.05447845 1.80077440
0.05707266 1.80786543
0.05966688 1.81090804
0.06226108 1.80790279
0.06485530 1.79734377
0.06744951 1.77975238
0.07004373 1.75770157
0.07263794 1.73414964
0.07263794 1.73414964
0.07528147 1.72923320
0.07792501 1.71543339
0.08056856 1.69492601
0.08321210 1.66999786
0.08585563 1.64254276
0.08849917 1.61396925
0.09114271 1.58527755
0.09378625 1.55716303
0.09642980 1.53010152
0.09907333 1.50441151
0.10171687 1.48029765
0.10436041 1.45788007
0.10700394 1.43721317
0.10964750 1.41829681
0.11229103 1.40108388
0.11493457 1.38549405
0.11757811 1.37158596
0.12022164 1.37963116
0.12286520 1.40232554
0.12550873 1.42620923
0.12815227 1.45101273
0.13079581 1.47656345
0.13343934 1.50271318
0.13608288 1.52933122
0.13872643 1.55630184
0.14136997 1.58352219
0.14401351 1.61086980
0.14401351 1.61086980
0.14660771 1.60900179
0.14920193 1.60636015
0.15179614 1.60298093
0.15439036 1.59887678
0.15698456 1.59407008
0.15957878 1.58859002
0.16217299 1.58247052
0.16476720 1.57574884
0.16736142 1.56846505
0.16995562 1.56066216
0.17254984 1.55238676
0.17514405 1.54368984
0.17773827 1.53462758
0.18033247 1.52526191
0.18292668 1.51566110
0.18552090 1.50590037
0.18811511 1.49606303
0.19070933 1.48624279
0.19330353 1.47655041
0.19589775 1.46714419
0.19849196 1.45848478
0.20108616 1.45200776
0.20368038 1.44699654
0.20627459 1.44269962
0.20886881 1.43908648
0.21146302 1.43620361
0.21405724 1.43409918
0.21665144 1.43281521
0.21665144 1.43281521
0.21929498 1.44712450
0.22193852 1.46119576
0.22458207 1.47498029
0.22722560 1.48843354
0.22986914 1.50150991
0.23251268 1.51416304
0.23515621 1.53090621
0.23779975 1.56020672
0.24044330 1.55422299
0.24308684 1.56084699
0.24573038 1.57059360
0.24837391 1.57984586
0.25101745 1.58840205
0.25366100 1.59614237
0.25630454 1.60292210
0.25894808 1.60851570
0.26159161 1.61251828
0.26423515 1.61411378
0.26687870 1.61149707
0.26952224 1.60101892
0.27216578 1.61094744
0.27480931 1.62464705
0.27745285 1.60894109
0.28009639 1.59594770
0.28273994 1.58655684
0.28538347 1.58087974
0.28802701 1.57897973
0.28802701 1.57897972
0.29067038 1.55928824
0.29331375 1.53099396
0.29595711 1.51073419
0.29860050 1.52507909
0.30124387 1.54286382
0.30388723 1.56361721
0.30653060 1.58672590
0.30917397 1.61068260
0.31181733 1.64154137
0.31446070 1.65939459
0.31710407 1.65752970
0.31974745 1.65424255
0.32239082 1.65002314
0.32503419 1.64499911
0.32767756 1.63922369
0.33032092 1.63273329
0.33296429 1.68103848
0.33560766 1.75414986
0.33825102 1.83267946
0.34089441 1.88933421
0.34353778 1.89907378
0.34618114 1.90344332
0.34882451 1.89967086
0.35146788 1.88748796
0.35411124 1.87145503
0.35675461 1.85442535
0.35939798 1.83742347
0.36204137 1.82083932
0.36468473 1.80484145
0.36732810 1.78950476
0.36997147 1.77485616
0.37261483 1.76089427
0.37525820 1.74759992
0.37790157 1.73494353
0.38054493 1.72289289
0.38318832 1.71142656
0.38583169 1.70057445
0.38847505 1.69064112
0.39111842 1.68468622
0.39111842 1.68468622
0.39371263 1.68450534
0.39630685 1.68395237
0.39890105 1.68299682
0.40149527 1.68158946
0.40408948 1.67966482
0.40668370 1.67714451
0.40927791 1.67394158
0.41187211 1.66996563
0.41446633 1.66512857
0.41706054 1.65935059
0.41965476 1.65256610
0.42224896 1.64472895
0.42484318 1.63581660
0.42743739 1.62583301
0.43003159 1.61481057
0.43262582 1.60281417
0.43522002 1.60078743
0.43781424 1.61834140
0.44040845 1.64055610
0.44300267 1.66472958
0.44559687 1.69014842
0.44819108 1.71631047
0.45078530 1.74276552
0.45337950 1.76909637
0.45597373 1.79491900
0.45856793 1.81987306
0.46116215 1.84346003
0.46375636 1.84726165
0.46375636 1.84726165
0.46639989 1.84154482
0.46904343 1.83125461
0.47168698 1.82048147
0.47433052 1.81017072
0.47697406 1.80078950
0.47961759 1.79270747
0.48226113 1.78624671
0.48490467 1.78166636
0.48754822 1.77913330
0.49019176 1.77870163
0.49283529 1.78031333
0.49547883 1.78382013
0.49812237 1.78901632
0.50076592 1.79567075
0.50340945 1.80355013
0.50605299 1.81243080
0.50869653 1.82209577
0.51134007 1.83231519
0.51398362 1.84282891
0.51662715 1.85336619
0.51927069 1.86369036
0.52191423 1.87362539
0.52455777 1.88305973
0.52720130 1.89194086
0.52984485 1.90026594
0.53248839 1.90806717
0.53513193 1.91497672
0.53513193 1.91497672
0.53772613 1.90507850
0.54032035 1.89472337
0.54291456 1.88448854
0.54550878 1.87444682
0.54810299 1.86466705
0.55069721 1.85521368
0.55329141 1.84614666
0.55588562 1.83752118
0.55847984 1.82938756
0.56107404 1.82179106
0.56366826 1.81477184
0.56626247 1.80836512
0.56885669 1.80260148
0.57145090 1.79750746
0.57404510 1.79310647
0.57663932 1.78942004
0.57923353 1.78646912
0.58182775 1.78427534
0.58442195 1.78286118
0.58701617 1.78224762
0.58961038 1.78244622
0.59220458 1.78344129
0.59479880 1.78515808
0.59739301 1.78741833
0.59998723 1.78989944
0.60258144 1.79213159
0.60517566 1.79357043
0.60776986 1.79375640
0.60776986 1.79375640
0.61041323 1.79540258
0.61305660 1.80014755
0.61569996 1.80753351
0.61834335 1.81704738
0.62098672 1.82826994
0.62363008 1.84089588
0.62627345 1.85470831
0.62891682 1.86954681
0.63156018 1.88528271
0.63420355 1.90180213
0.63684692 1.91899333
0.63949031 1.93673440
0.64213367 1.95487535
0.64477704 1.97320327
0.64742041 1.99136030
0.65006377 2.00862504
0.65270714 2.02331063
0.65535051 2.03172948
0.65799387 2.03006926
0.66063726 2.01962308
0.66328063 2.00359891
0.66592400 1.98376751
0.66856736 1.96093198
0.67121073 1.93551943
0.67385410 1.90782109
0.67649746 1.87808546
0.67914083 1.84655659
0.68178422 1.81348930
0.68442758 1.77915266
0.68707095 1.74382672
0.68971432 1.70779554
0.69235768 1.67133874
0.69500105 1.63472371
0.69764442 1.59820010
0.70028778 1.56199863
0.70293117 1.52633831
0.70557454 1.49146100
0.70821791 1.45785596
0.71086127 1.43281521

0.00000000 1.67299092
0.00259421 1.67386859
0.00518843 1.67287800
0.00778263 1.67208004
0.01037685 1.67223091
0.01297106 1.67329901
0.01556528 1.67525568
0.01815948 1.67808978
0.02075369 1.68180867
0.02334791 1.68643572
0.02594212 1.69201012
0.02853634 1.69868137
0.03113054 1.73779705
0.03372476 1.79164423
0.03631897 1.83163536
0.03891317 1.85165742
0.04150739 1.87189490
0.04410160 1.89207339
0.04669582 1.91191333
0.04929003 1.93114486
0.05188425 1.94952411
0.05447845 1.96684735
0.05707266 1.98295464
0.05966688 1.99763514
0.06226108 1.98846472
0.06485530 1.97346986
0.06744951 1.96667094
0.07004373 1.96631190
0.07263794 1.97003365
0.07263794 1.97003365
0.07528147 1.96853030
0.07792501 1.97128086
0.08056856 1.97849356
0.08321210 1.98989650
0.08585563 2.00456106
0.08849917 2.02064778
0.09114271 2.03444090
0.09378625 2.04011445
0.09642980 2.03560487
0.09907333 2.02414027
0.10171687 2.00853140
0.10436041 1.99023607
0.10700394 1.97003703
0.10964750 1.94840268
0.11229103 1.92563893
0.11493457 1.90195903
0.11757811 1.87751972
0.12022164 1.85244172
0.12286520 1.82682222
0.12550873 1.80074297
0.12815227 1.77427571
0.13079581 1.74748614
0.13343934 1.72043679
0.13608288 1.69318934
0.13872643 1.66580648
0.14136997 1.63835362
0.14401351 1.61092664
0.14401351 1.61092664
0.14660771 1.61209698
0.14920193 1.61261446
0.15179614 1.61254087
0.15439036 1.61200308
0.15698456 1.61118235
0.15957878 1.61022232
0.16217299 1.60935407
0.16476720 1.60923403
0.16736142 1.61067907
0.16995562 1.61475867
0.17254984 1.62267742
0.17514405 1.63536315
0.17773827 1.65300782
0.18033247 1.67504877
0.18292668 1.70057414
0.18552090 1.72869331
0.18811511 1.75867387
0.19070933 1.78993143
0.19330353 1.82197414
0.19589775 1.85434362
0.19849196 1.88655954
0.20108616 1.91806336
0.20368038 1.94815528
0.20627459 1.97592274
0.20886881 2.00017486
0.21146302 2.01943660
0.21405724 2.03211772
0.21665144 2.03692180
0.21665144 2.03692180
0.21929498 2.00092105
0.22193852 1.95835233
0.22458207 1.91026026
0.22722560 1.85752131
0.22986914 1.80085164
0.23251268 1.74082457
0.23515621 1.67792874
0.23779975 1.61288210
0.24044330 1.59251969
0.24308684 1.62454529
0.24573038 1.65706510
0.24837391 1.68889084
0.25101745 1.71877015
0.25366100 1.74501643
0.25630454 1.76536397
0.25894808 1.77611336
0.26159161 1.75188120
0.26423515 1.72187288
0.26687870 1.69379688
0.26952224 1.66814683
0.27216578 1.64529893
0.27480931 1.62724061
0.27745285 1.64084253
0.28009639 1.64588549
0.28273994 1.62559101
0.28538347 1.60994187
0.28802701 1.60381005
0.28802701 1.60381000
0.29067038 1.62318257
0.29331375 1.65051976
0.29595711 1.66778610
0.29860050 1.66173943
0.30124387 1.65450628
0.30388723 1.64644427
0.30653060 1.63801337
0.30917397 1.63053203
0.31181733 1.65595124
0.31446070 1.66818187
0.31710407 1.69598605
0.31974745 1.72374578
0.32239082 1.75086988
0.32503419 1.77687819
0.32767756 1.80135733
0.33032092 1.82395617
0.33296429 1.84438784
0.33560766 1.86243613
0.33825102 1.87804495
0.34089441 1.91309113
0.34353778 1.96477913
0.34618114 1.95027755
0.34882451 1.94122834
0.35146788 1.93949217
0.35411124 1.94101681
0.35675461 1.94339092
0.35939798 1.94599715
0.36204137 1.94881260
0.36468473 1.95198862
0.36732810 1.95571891
0.36997147 1.96019272
0.37261483 1.96557645
0.37525820 1.97200616
0.37790157 1.97958443
0.38054493 1.98837838
0.38318832 1.99841452
0.38583169 2.00965570
0.38847505 2.02184194
0.39111842 2.03118091
0.39111842 2.03118091
0.39371263 2.03104669
0.39630685 2.03064870
0.39890105 2.03000066
0.40149527 2.02912434
0.40408948 2.02804789
0.40668370 2.02680362
0.40927791 2.02542506
0.41187211 2.02394332
0.41446633 2.02238265
0.41706054 2.02075506
0.41965476 2.01905403
0.42224896 2.01724781
0.42484318 2.01527291
0.42743739 2.01302919
0.43003159 2.01037711
0.43262582 2.00713783
0.43522002 2.00309485
0.43781424 1.99799383
0.44040845 1.99153794
0.44300267 1.98340250
0.44559687 1.97333109
0.44819108 1.96123087
0.45078530 1.94711366
0.45337950 1.93102008
0.45597373 1.91300971
0.45856793 1.89318378
0.46116215 1.87185930
0.46375636 1.86735552
0.46375636 1.86735552
0.46639989 1.87321831
0.46904343 1.88376659
0.47168698 1.89505666
0.47433052 1.90626878
0.47697406 1.91709833
0.47961759 1.92735617
0.48226113 1.93688936
0.48490467 1.94555993
0.48754822 1.95323986
0.49019176 1.95981328
0.49283529 1.96518232
0.49547883 1.96927453
0.49812237 1.97204922
0.50076592 1.97349935
0.50340945 1.97364542
0.50605299 1.97252608
0.50869653 1.97022490
0.51134007 1.96691901
0.51398362 1.96282000
0.51662715 1.95810706
0.51927069 1.95292052
0.52191423 1.94736590
0.52455777 1.94151507
0.52720130 1.93540659
0.52984485 1.92904724
0.53248839 1.92241815
0.53513193 1.91598838
0.53513193 1.91598838
0.53772613 1.92583865
0.54032035 1.93607651
0.54291456 1.94611003
0.54550878 1.95585116
0.54810299 1.96521316
0.55069721 1.97411120
0.55329141 1.98246436
0.55588562 1.99019836
0.55847984 1.99724869
0.56107404 2.00356378
0.56366826 2.00910793
0.56626247 2.01386340
0.56885669 2.01783155
0.57145090 2.02103261
0.57404510 2.02350442
0.57663932 2.02530023
0.57923353 2.02648574
0.58182775 2.02713592
0.58442195 2.02733155
0.58701617 2.02715559
0.58961038 2.02668921
0.59220458 2.02600671
0.59479880 2.02516892
0.59739301 2.02421574
0.59998723 2.02316653
0.60258144 2.02206350
0.60517566 2.02110942
0.60776986 2.02072752
0.60776986 2.02072752
0.61041323 2.01917341
0.61305660 2.01615204
0.61569996 2.01359764
0.61834335 2.01238017
0.62098672 2.01287662
0.62363008 2.01524474
0.62627345 2.01951231
0.62891682 2.02561508
0.63156018 2.03341777
0.63420355 2.04272368
0.63684692 2.05326554
0.63949031 2.06465075
0.64213367 2.07616982
0.64477704 2.08622826
0.64742041 2.09191041
0.65006377 2.09230686
0.65270714 2.09069800
0.65535051 2.09208653
0.65799387 2.10080452
0.66063726 2.11574005
0.66328063 2.13371770
0.66592400 2.15295307
0.66856736 2.17256549
0.67121073 2.19190218
0.67385410 2.20990905
0.67649746 2.22296894
0.67914083 2.22031232
0.68178422 2.20274971
0.68442758 2.18063053
0.68707095 2.15764156
0.68971432 2.13518305
0.69235768 2.11404619
0.69500105 2.09478010
0.69764442 2.07780539
0.70028778 2.06345911
0.70293117 2.05201341
0.70557454 2.04368188
0.70821791 2.03861979
0.71086127 2.03692180

0.00000000 1.67614403
0.00259421 1.67461264
0.00518843 1.67658221
0.00778263 1.68103575
0.01037685 1.68723892
0.01297106 1.69515599
0.01556528 1.70474288
0.01815948 1.71594522
0.02075369 1.72869639
0.02334791 1.74291460
0.02594212 1.75849935
0.02853634 1.77532749
0.03113054 1.79324974
0.03372476 1.81208833
0.03631897 1.84170634
0.03891317 1.88714184
0.04150739 1.92404009
0.04410160 1.95213089
0.04669582 1.98127869
0.04929003 2.01053740
0.05188425 2.02530747
0.05447845 2.01947996
0.05707266 2.01303160
0.05966688 2.00613005
0.06226108 1.99845356
0.06485530 1.99084528
0.06744951 1.98322454
0.07004373 1.97605689
0.07263794 1.97004523
0.07263794 1.97004523
0.07528147 1.97563586
0.07792501 1.98541091
0.08056856 1.99927385
0.08321210 2.01657847
0.08585563 2.03596226
0.08849917 2.05451412
0.09114271 2.06544924
0.09378625 2.06345303
0.09642980 2.05291426
0.09907333 2.03786614
0.10171687 2.02002549
0.10436041 2.00022646
0.10700394 1.97894989
0.10964750 1.95650325
0.11229103 1.93309658
0.11493457 1.90888056
0.11757811 1.88396790
0.12022164 1.85844637
0.12286520 1.83238711
0.12550873 1.80585025
0.12815227 1.77888890
0.13079581 1.75155196
0.13343934 1.72388635
0.13608288 1.69593868
0.13872643 1.66775666
0.14136997 1.63939028
0.14401351 1.61096058
0.14401351 1.61096058
0.14660771 1.61239175
0.14920193 1.61308855
0.15179614 1.61307201
0.15439036 1.61247663
0.15698456 1.61150423
0.15957878 1.61056929
0.16217299 1.61025612
0.16476720 1.61109773
0.16736142 1.61396719
0.16995562 1.61999904
0.17254984 1.63033471
0.17514405 1.64563089
0.17773827 1.66569763
0.18033247 1.68968748
0.18292668 1.71657865
0.18552090 1.74548200
0.18811511 1.77570518
0.19070933 1.80670870
0.19330353 1.83804242
0.19589775 1.86928878
0.19849196 1.90001247
0.20108616 1.92971055
0.20368038 1.95775697
0.20627459 1.98334025
0.20886881 2.00540563
0.21146302 2.02264185
0.21405724 2.03359179
0.21665144 2.03700467
0.21665144 2.03700467
0.21929498 2.06546637
0.22193852 2.08561751
0.22458207 2.09703317
0.22722560 2.09987773
0.22986914 2.09479799
0.23251268 2.08273951
0.23515621 2.06476310
0.23779975 2.04192314
0.24044330 2.01520598
0.24308684 1.98550732
0.24573038 1.95363084
0.24837391 1.92029783
0.25101745 1.88616180
0.25366100 1.85182848
0.25630454 1.81791036
0.25894808 1.78621351
0.26159161 1.78104017
0.26423515 1.77397490
0.26687870 1.75968149
0.26952224 1.74019743
0.27216578 1.70611049
0.27480931 1.68841355
0.27745285 1.67025453
0.28009639 1.65463209
0.28273994 1.66417637
0.28538347 1.67073886
0.28802701 1.67303308
0.28802701 1.67299173
0.29067038 1.67302294
0.29331375 1.67234504
0.29595711 1.67125036
0.29860050 1.67218922
0.30124387 1.67207241
0.30388723 1.67182054
0.30653060 1.67179832
0.30917397 1.67431014
0.31181733 1.70900567
0.31446070 1.78646119
0.31710407 1.85055975
0.31974745 1.87824711
0.32239082 1.89782169
0.32503419 1.91533964
0.32767756 1.93167599
0.33032092 1.94711832
0.33296429 1.96182560
0.33560766 1.97591659
0.33825102 1.98949510
0.34089441 1.98640558
0.34353778 1.99327888
0.34618114 2.02814199
0.34882451 2.04066678
0.35146788 2.05319535
0.35411124 2.06584774
0.35675461 2.07875077
0.35939798 2.09203625
0.36204137 2.10583767
0.36468473 2.12028536
0.36732810 2.13550041
0.36997147 2.15158750
0.37261483 2.16305212
0.37525820 2.14285155
0.37790157 2.12316516
0.38054493 2.10416487
0.38318832 2.08600860
0.38583169 2.06887152
0.38847505 2.05310985
0.39111842 2.04257274
0.39111842 2.04257274
0.39371263 2.04239264
0.39630685 2.04186006
0.39890105 2.04099768
0.40149527 2.03984130
0.40408948 2.03843690
0.40668370 2.03683629
0.40927791 2.03509168
0.41187211 2.03324896
0.41446633 2.03134048
0.41706054 2.02937762
0.41965476 2.02734415
0.42224896 2.02519087
0.42484318 2.02283238
0.42743739 2.02014635
0.43003159 2.01697636
0.43262582 2.01313988
0.43522002 2.00844353
0.43781424 2.00270884
0.44040845 1.99580816
0.44300267 1.98768176
0.44559687 1.97826730
0.44819108 1.96741973
0.45078530 1.95497436
0.45337950 1.94082028
0.45597373 1.92490867
0.45856793 1.90724657
0.46116215 1.88791340
0.46375636 1.86742820
0.46375636 1.86742820
0.46639989 1.87385200
0.46904343 1.88526074
0.47168698 1.89726282
0.47433052 1.90905483
0.47697406 1.92033880
0.47961759 1.93092524
0.48226113 1.94065841
0.48490467 1.94939768
0.48754822 1.95701487
0.49019176 1.96339854
0.49283529 1.96846201
0.49547883 1.97215310
0.49812237 1.97446353
0.50076592 1.97543631
0.50340945 1.97517148
0.50605299 1.97382437
0.50869653 1.97155907
0.51134007 1.96847546
0.51398362 1.96464363
0.51662715 1.96014899
0.51927069 1.95508166
0.52191423 1.94952031
0.52455777 1.94352375
0.52720130 1.93712785
0.52984485 1.93034633
0.53248839 1.92317814
0.53513193 1.91617368
0.53513193 1.91617368
0.53772613 1.92613945
0.54032035 1.93660049
0.54291456 1.94686731
0.54550878 1.95684771
0.54810299 1.96645223
0.55069721 1.97559145
0.55329141 1.98417780
0.55588562 1.99212905
0.55847984 1.99937253
0.56107404 2.00584975
0.56366826 2.01152050
0.56626247 2.01636576
0.56885669 2.02038868
0.57145090 2.02361344
0.57404510 2.02608241
0.57663932 2.02785230
0.57923353 2.02899025
0.58182775 2.02957036
0.58442195 2.02967068
0.58701617 2.02937044
0.58961038 2.02874655
0.59220458 2.02786865
0.59479880 2.02679171
0.59739301 2.02554764
0.59998723 2.02414961
0.60258144 2.02266001
0.60517566 2.02136598
0.60776986 2.02080908
0.60776986 2.02080908
0.61041323 2.01925621
0.61305660 2.01623897
0.61569996 2.01369030
0.61834335 2.01247870
0.62098672 2.01298032
0.62363008 2.01535248
0.62627345 2.01962279
0.62891682 2.02572693
0.63156018 2.03352969
0.63420355 2.04283435
0.63684692 2.05337350
0.63949031 2.06475388
0.64213367 2.07626382
0.64477704 2.08630352
0.64742041 2.09195840
0.65006377 2.09234110
0.65270714 2.09073789
0.65535051 2.09214599
0.65799387 2.10088155
0.66063726 2.11582346
0.66328063 2.13380197
0.66592400 2.15303619
0.66856736 2.17264617
0.67121073 2.19197843
0.67385410 2.20997534
0.67649746 2.22300390
0.67914083 2.22033475
0.68178422 2.20279517
0.68442758 2.18068464
0.68707095 2.15770132
0.68971432 2.13524744
0.69235768 2.11411464
0.69500105 2.09485214
0.69764442 2.07788058
0.70028778 2.06353697
0.70293117 2.05209341
0.70557454 2.04376347
0.70821791 2.03870233
0.71086127 2.03700467

0.00000000 1.68059290
0.00259421 1.68342217
0.00518843 1.68895356
0.00778263 1.69609677
0.01037685 1.70475984
0.01297106 1.71492528
0.01556528 1.72657568
0.01815948 1.73968915
0.02075369 1.75424537
0.02334791 1.77023278
0.02594212 1.78765427
0.02853634 1.80652995
0.03113054 1.82689632
0.03372476 1.84880039
0.03631897 1.87228731
0.03891317 1.89737955
0.04150739 1.92734280
0.04410160 1.96193031
0.04669582 1.99080605
0.04929003 2.01416231
0.05188425 2.03215711
0.05447845 2.04555776
0.05707266 2.03619185
0.05966688 2.01101704
0.06226108 2.01144388
0.06485530 2.02344756
0.06744951 2.03409004
0.07004373 2.04328112
0.07263794 2.05094267
0.07263794 2.05094267
0.07528147 2.05098929
0.07792501 2.05695257
0.08056856 2.06623517
0.08321210 2.07581699
0.08585563 2.08349714
0.08849917 2.08882150
0.09114271 2.09429250
0.09378625 2.10539749
0.09642980 2.12420051
0.09907333 2.14755760
0.10171687 2.17268018
0.10436041 2.19804815
0.10700394 2.22278182
0.10964750 2.24634576
0.11229103 2.26845114
0.11493457 2.28901328
0.11757811 2.30810945
0.12022164 2.32592607
0.12286520 2.34270434
0.12550873 2.35869588
0.12815227 2.37413327
0.13079581 2.38921397
0.13343934 2.40409334
0.13608288 2.41888279
0.13872643 2.43365028
0.14136997 2.44842123
0.14401351 2.46304899
0.14401351 2.46304899
0.14660771 2.46070933
0.14920193 2.45861559
0.15179614 2.45677614
0.15439036 2.45517721
0.15698456 2.45379847
0.15957878 2.45261469
0.16217299 2.45159684
0.16476720 2.45071330
0.16736142 2.44993124
0.16995562 2.44921812
0.17254984 2.44854324
0.17514405 2.44787940
0.17773827 2.44720451
0.18033247 2.44650313
0.18292668 2.44576767
0.18552090 2.44499897
0.18811511 2.44420610
0.19070933 2.44340511
0.19330353 2.44261708
0.19589775 2.44186560
0.19849196 2.44117380
0.20108616 2.44055980
0.20368038 2.44001841
0.20627459 2.43892143
0.20886881 2.42585303
0.21146302 2.41334249
0.21405724 2.40534152
0.21665144 2.40320910
0.21665144 2.40320910
0.21929498 2.39834540
0.22193852 2.39318517
0.22458207 2.36764092
0.22722560 2.34067781
0.22986914 2.31297686
0.23251268 2.28476799
0.23515621 2.25625618
0.23779975 2.22765577
0.24044330 2.19922052
0.24308684 2.17127978
0.24573038 2.14429067
0.24837391 2.11891922
0.25101745 2.09616231
0.25366100 2.07749326
0.25630454 2.05483360
0.25894808 1.99073550
0.26159161 1.92397965
0.26423515 1.85732758
0.26687870 1.79455787
0.26952224 1.74188196
0.27216578 1.71816259
0.27480931 1.69437092
0.27745285 1.68100543
0.28009639 1.67794062
0.28273994 1.67671268
0.28538347 1.67625707
0.28802701 1.67614403
0.28802701 1.67614404
0.29067038 1.67518128
0.29331375 1.67323039
0.29595711 1.68006198
0.29860050 1.70596284
0.30124387 1.73196744
0.30388723 1.75711015
0.30653060 1.78132125
0.30917397 1.80467921
0.31181733 1.82755057
0.31446070 1.85184108
0.31710407 1.89484105
0.31974745 1.97450274
0.32239082 2.06098876
0.32503419 2.11175787
0.32767756 2.09101673
0.33032092 2.06991603
0.33296429 2.04863368
0.33560766 2.02737880
0.33825102 2.00643592
0.34089441 2.00265962
0.34353778 2.01550828
0.34618114 2.06724721
0.34882451 2.13809405
0.35146788 2.20123251
0.35411124 2.24793189
0.35675461 2.26514977
0.35939798 2.25874926
0.36204137 2.24311476
0.36468473 2.22422562
0.36732810 2.20409634
0.36997147 2.18355987
0.37261483 2.16862699
0.37525820 2.18666621
0.37790157 2.20570857
0.38054493 2.22569530
0.38318832 2.24645972
0.38583169 2.26756559
0.38847505 2.28748699
0.39111842 2.29841550
0.39111842 2.29841550
0.39371263 2.29839490
0.39630685 2.29832532
0.39890105 2.29818384
0.40149527 2.29793363
0.40408948 2.29752647
0.40668370 2.29690694
0.40927791 2.29601880
0.41187211 2.29481374
0.41446633 2.29326210
0.41706054 2.29136411
0.41965476 2.28915949
0.42224896 2.28673296
0.42484318 2.28421354
0.42743739 2.28176486
0.43003159 2.27955806
0.43262582 2.27769586
0.43522002 2.27613442
0.43781424 2.27517266
0.44040845 2.27548078
0.44300267 2.27745796
0.44559687 2.28130005
0.44819108 2.28709936
0.45078530 2.29487524
0.45337950 2.30458796
0.45597373 2.31614763
0.45856793 2.32941556
0.46116215 2.34417083
0.46375636 2.35935423
0.46375636 2.35935423
0.46639989 2.35614628
0.46904343 2.34932079
0.47168698 2.33995334
0.47433052 2.32871209
0.47697406 2.31606061
0.47961759 2.30238353
0.48226113 2.28802738
0.48490467 2.27331413
0.48754822 2.25854602
0.49019176 2.24400689
0.49283529 2.22996184
0.49547883 2.21665615
0.49812237 2.20431412
0.50076592 2.19313850
0.50340945 2.18331044
0.50605299 2.17498997
0.50869653 2.16831662
0.51134007 2.16340910
0.51398362 2.16036354
0.51662715 2.15924949
0.51927069 2.16010368
0.52191423 2.16292247
0.52455777 2.16765444
0.52720130 2.17419520
0.52984485 2.18238521
0.53248839 2.19200451
0.53513193 2.20177566
0.53513193 2.20177566
0.53772613 2.19831514
0.54032035 2.19433505
0.54291456 2.19075125
0.54550878 2.18761007
0.54810299 2.18492800
0.55069721 2.18270748
0.55329141 2.18093568
0.55588562 2.17957975
0.55847984 2.17858005
0.56107404 2.17784129
0.56366826 2.17722108
0.56626247 2.17651527
0.56885669 2.17543914
0.57145090 2.17360650
0.57404510 2.17051723
0.57663932 2.16558638
0.57923353 2.15827604
0.58182775 2.14835368
0.58442195 2.13609021
0.58701617 2.12215605
0.58961038 2.10736339
0.59220458 2.09250888
0.59479880 2.07834510
0.59739301 2.06561055
0.59998723 2.05505092
0.60258144 2.04735062
0.60517566 2.04291430
0.60776986 2.04174365
0.60776986 2.04174365
0.61041323 2.04428134
0.61305660 2.05024488
0.61569996 2.05767197
0.61834335 2.06563733
0.62098672 2.07367136
0.62363008 2.08147646
0.62627345 2.08883050
0.62891682 2.09554625
0.63156018 2.10145324
0.63420355 2.10639774
0.63684692 2.11026924
0.63949031 2.11308221
0.64213367 2.11520683
0.64477704 2.11799522
0.64742041 2.12431859
0.65006377 2.13546789
0.65270714 2.14957052
0.65535051 2.16508770
