#k-distance frequency[THz]
0.31998309 1.48542268
0.32259198 1.47728380
0.32520085 1.46794530
0.32780971 1.45754028
0.33041858 1.44621047
0.33302745 1.43401792
0.33563631 1.42091794
0.33824518 1.40679578
0.34085405 1.39153031
0.34346291 1.37505071
0.34607180 1.35737106
0.34868067 1.33860158
0.35128954 1.31894149
0.35389841 1.29866064
0.35650727 1.27807731
0.35911614 1.25753754
0.36172501 1.23739865
0.36433387 1.21801720
0.36694274 1.19974071
0.36955163 1.18290254
0.37216050 1.16810078
0.37476936 1.15481000
0.37737823 1.14432530
0.37998710 1.13903617
0.37998710 1.13903617
0.38261312 1.14012727
0.38523915 1.14324804
0.38786518 1.14815418
0.39049121 1.15422854
0.39311724 1.16259766
0.39574327 1.17269198
0.39836929 1.18444334
0.40099532 1.19776962
0.40362135 1.21257315
0.40624738 1.22873887
0.40887341 1.24613200
0.41149944 1.26459455
0.41412546 1.28394074
0.41675149 1.30395050
0.41937752 1.32436069
0.42200355 1.34485411
0.42462958 1.36079720
0.42725560 1.37141775
0.42988163 1.39566510
0.43250766 1.41899343
0.43513369 1.43307306
0.43775972 1.44459394
0.44038575 1.45344759
0.44301177 1.45959986
0.44563780 1.46293240
0.44563780 1.46293240
0.44823045 1.46227584
0.45082312 1.46035009
0.45341577 1.45727684
0.45600844 1.45323012
0.45860109 1.44840654
0.46119376 1.44300069
0.46378641 1.43718997
0.46637906 1.43112799
0.46897173 1.42494421
0.47156438 1.41874675
0.47415704 1.41262665
0.47674970 1.40666210
0.47934236 1.40092212
0.48193501 1.39546921
0.48452767 1.39036083
0.48712033 1.38564953
0.48971298 1.38138187
0.49230565 1.37759600
0.49489830 1.37431841
0.49749097 1.37156034
0.50008362 1.36931464
0.50267627 1.36755428
0.50526894 1.36623320
0.50786159 1.36529035
0.51045426 1.36465654
0.51304691 1.36426351
0.51563958 1.36405356
0.51823223 1.36398809
0.51823223 1.36398809
0.52084109 1.36302586
0.52344996 1.36024768
0.52605883 1.35595400
0.52866769 1.35057351
0.53127658 1.34458598
0.53388545 1.33845319
0.53649432 1.33256813
0.53910318 1.32722402
0.54171205 1.32260154
0.54432092 1.31877120
0.54692979 1.31570737
0.54953865 1.31330939
0.55214752 1.31142572
0.55475641 1.30987835
0.55736528 1.30848838
0.55997414 1.30711396
0.56258301 1.30577461
0.56519188 1.30563603
0.56780074 1.31187965
0.57040961 1.32193593
0.57301848 1.33274884
0.57562734 1.34388238
0.57823623 1.35522952
0.58084510 1.36674106
0.58345397 1.37838346
0.58606283 1.39012876
0.58867170 1.40195124
0.59128057 1.41382486
0.59388943 1.42571793
0.59649830 1.43758134
0.59910717 1.44932455
0.60171606 1.46077434
0.60432493 1.47162092
0.60693379 1.48139365
0.60954266 1.48956703
0.61215153 1.49583475
0.61476039 1.50030167
0.61736926 1.50335107
0.61997813 1.50539461
0.62258699 1.50675133
0.62519588 1.50764094
0.62780475 1.50821014
0.63041362 1.50855595
0.63302248 1.50874034
0.63563135 1.50879800
0.63563135 1.50879800
0.63822400 1.48880611
0.64081667 1.46900437
0.64340932 1.44956343
0.64600199 1.43065678
0.64859464 1.41248007
0.65118730 1.39526462
0.65377996 1.37928754
0.65637261 1.36487500
0.65896527 1.37713066
0.66155793 1.38984714
0.66415059 1.40154946
0.66674324 1.41239274
0.66933591 1.42262093
0.67192856 1.43250558
0.67452121 1.44227919
0.67711388 1.45208277
0.67970653 1.46193486
0.68229920 1.47171251
0.68489185 1.48112687
0.68748452 1.48969494
0.69007717 1.49680295
0.69266982 1.50204039
0.69526249 1.50554853
0.69785514 1.50781173
0.70044781 1.50926176
0.70304046 1.51016457
0.70563312 1.51066202
0.70822578 1.51082128
0.70822578 1.51082128
0.71085180 1.51270138
0.71347783 1.51790176
0.71610386 1.52521919
0.71872989 1.53257433
0.72135592 1.53551898
0.72398194 1.52726481
0.72660797 1.50961881
0.72923400 1.48863260
0.73186003 1.46695059
0.73448606 1.44567483
0.73711209 1.42556076
0.73973811 1.40739269
0.74236414 1.39208444
0.74499017 1.38052839
0.74761620 1.37315998
0.75024223 1.36961995
0.75286826 1.36899717
0.75549428 1.37034586
0.75812031 1.37295614
0.76074634 1.37636928
0.76337237 1.38031400
0.76599840 1.38465044
0.76862442 1.38933825
0.77125045 1.39442402
0.77387648 1.40004018

0.00000000 1.52529414
0.00259265 1.52523868
0.00518532 1.52509579
0.00777797 1.52493359
0.01037064 1.52517289
0.01296329 1.52542509
0.01555595 1.52340675
0.01814861 1.51506255
0.02074126 1.50581577
0.02333392 1.49586633
0.02592658 1.48539216
0.02851924 1.47456174
0.03111189 1.46354880
0.03370456 1.45255338
0.03629721 1.44184019
0.03888986 1.43182108
0.04148253 1.42325448
0.04407518 1.41775632
0.04666785 1.41887334
0.04926050 1.43167690
0.05185317 1.45415663
0.05444582 1.46568430
0.05703847 1.45816936
0.05963114 1.44671937
0.06222379 1.43423035
0.06481646 1.42122241
0.06740911 1.40786909
0.07000177 1.39425273
0.07259443 1.38041893
0.07259443 1.38041893
0.07520329 1.38100996
0.07781216 1.38278428
0.08042103 1.38574436
0.08302989 1.38989020
0.08563878 1.39521290
0.08824765 1.40168540
0.09085652 1.40925061
0.09346538 1.41780736
0.09607425 1.42719435
0.09868312 1.43717209
0.10129198 1.44740179
0.10390085 1.45742404
0.10650972 1.46665317
0.10911861 1.47443113
0.11172747 1.48019524
0.11433634 1.48371676
0.11694521 1.48520115
0.11955407 1.48512891
0.12216294 1.48401079
0.12477181 1.48225316
0.12738067 1.48014753
0.12998954 1.47792250
0.13259843 1.47581366
0.13520730 1.47411792
0.13781617 1.47317530
0.14042503 1.47322180
0.14303390 1.47419970
0.14564277 1.47574788
0.14825163 1.47738434
0.15086050 1.47867224
0.15346937 1.47927626
0.15607826 1.47895342
0.15868712 1.47752869
0.16129599 1.47487715
0.16390486 1.47091884
0.16651372 1.46562711
0.16912259 1.45904864
0.17173146 1.45133121
0.17434032 1.44275237
0.17694919 1.43373955
0.17955808 1.42487006
0.18216695 1.41683954
0.18477581 1.41038987
0.18738468 1.40619738
0.18999355 1.40474181
0.18999355 1.40474181
0.19258620 1.40621074
0.19517887 1.41044836
0.19777152 1.41699122
0.20036418 1.42518007
0.20295684 1.43425342
0.20554950 1.44340687
0.20814215 1.45183269
0.21073481 1.45877670
0.21332747 1.46363995
0.21592012 1.46610206
0.21851279 1.46618479
0.22110544 1.46419459
0.22369811 1.46058395
0.22629076 1.45582251
0.22888341 1.45032567
0.23147608 1.44443325
0.23406873 1.43841376
0.23666140 1.43247694
0.23925405 1.42678617
0.24184672 1.42146842
0.24443937 1.41662151
0.24703202 1.41231946
0.24962469 1.40861660
0.25221734 1.40555113
0.25481000 1.40314837
0.25740266 1.40142391
0.25999532 1.40038647
0.26258797 1.40004025
0.26258797 1.40004025
0.26519684 1.40403514
0.26780571 1.40907633
0.27041457 1.41497452
0.27302344 1.42164559
0.27563233 1.42906393
0.27824120 1.44966537
0.28085006 1.47477495
0.28345893 1.49832600
0.28606780 1.51622491
0.28867666 1.52572873
0.29128553 1.52829108
0.29389440 1.52718964
0.29650327 1.52455226
0.29911216 1.52887928
0.30172102 1.54200043
0.30432989 1.55460085
0.30693876 1.56627061
0.30954762 1.57662805
0.31215649 1.58541671
0.31476536 1.59260802
0.31737422 1.59843521
0.31998309 1.60330809
0.32259198 1.60765367
0.32520085 1.61176744
0.32780971 1.58211879
0.33041858 1.53746812
0.33302745 1.49647914
0.33563631 1.46960169
0.33824518 1.45971803
0.34085405 1.45821459
0.34346291 1.45976363
0.34607180 1.46255356
0.34868067 1.46597816
0.35128954 1.46982713
0.35389841 1.47403223
0.35650727 1.47857910
0.35911614 1.48347369
0.36172501 1.48872887
0.36433387 1.49435907
0.36694274 1.50037760
0.36955163 1.50679305
0.37216050 1.50977418
0.37476936 1.51622429
0.37737823 1.52224022
0.37998710 1.53208225
0.37998710 1.54467142
0.38261312 1.52266108
0.38523915 1.51607078
0.38786518 1.50738621
0.39049121 1.54043930
0.39311724 1.52773867
0.39574327 1.51373420
0.39836929 1.49922560
0.40099532 1.48440282
0.40362135 1.46934595
0.40624738 1.45411235
0.40887341 1.43876428
0.41149944 1.42338627
0.41412546 1.40810817
0.41675149 1.39315482
0.41937752 1.37898728
0.42200355 1.36681433
0.42462958 1.36504744
0.42725560 1.38448399
0.42988163 1.40264423
0.43250766 1.41954447
0.43513369 1.43841809
0.43775972 1.45162379
0.44038575 1.45960336
0.44301177 1.46312226
0.44563780 1.46293240
0.44563780 1.46293240
0.44823045 1.46227584
0.45082312 1.46035009
0.45341577 1.45727684
0.45600844 1.45323012
0.45860109 1.44840654
0.46119376 1.44300070
0.46378641 1.43718997
0.46637906 1.43112800
0.46897173 1.42494421
0.47156438 1.41874676
0.47415704 1.41262665
0.47674970 1.40666211
0.47934236 1.40092213
0.48193501 1.39546922
0.48452767 1.39036083
0.48712033 1.38564954
0.48971298 1.38138188
0.49230565 1.37759601
0.49489830 1.37431842
0.49749097 1.37156034
0.50008362 1.36931465
0.50267627 1.36755428
0.50526894 1.36623320
0.50786159 1.36529035
0.51045426 1.36465654
0.51304691 1.36426351
0.51563958 1.36405356
0.51823223 1.36398809
0.51823223 1.36398809
0.52084109 1.36302586
0.52344996 1.36024769
0.52605883 1.35595402
0.52866769 1.35057356
0.53127658 1.34458606
0.53388545 1.33845332
0.53649432 1.33256831
0.53910318 1.32722426
0.54171205 1.32260184
0.54432092 1.31877157
0.54692979 1.31570779
0.54953865 1.31330986
0.55214752 1.31142623
0.55475641 1.30987890
0.55736528 1.30848894
0.55997414 1.30711450
0.56258301 1.30577507
0.56519188 1.30563618
0.56780074 1.31187974
0.57040961 1.32193621
0.57301848 1.33274924
0.57562734 1.34388284
0.57823623 1.35523003
0.58084510 1.36674162
0.58345397 1.37838405
0.58606283 1.39012936
0.58867170 1.40195186
0.59128057 1.41382548
0.59388943 1.42571855
0.59649830 1.43758196
0.59910717 1.44932517
0.60171606 1.46077496
0.60432493 1.47162154
0.60693379 1.48139427
0.60954266 1.48956764
0.61215153 1.49583532
0.61476039 1.50030218
0.61736926 1.50335151
0.61997813 1.50539497
0.62258699 1.50675161
0.62519588 1.50764115
0.62780475 1.50821028
0.63041362 1.50855604
0.63302248 1.50874038
0.63563135 1.50879802
0.63563135 1.50879802
0.63822400 1.52876866
0.64081667 1.54828740
0.64340932 1.56521551
0.64600199 1.56749507
0.64859464 1.55886792
0.65118730 1.54933007
0.65377996 1.54039328
0.65637261 1.53251393
0.65896527 1.52593797
0.66155793 1.52079374
0.66415059 1.51709750
0.66674324 1.51475406
0.66933591 1.51357623
0.67192856 1.51332665
0.67452121 1.51377034
0.67711388 1.51472183
0.67970653 1.51607908
0.68229920 1.51784984
0.68489185 1.52018334
0.68748452 1.52340198
0.69007717 1.52793559
0.69266982 1.53397889
0.69526249 1.54112892
0.69785514 1.54857606
0.70044781 1.55548458
0.70304046 1.56110950
0.70563312 1.56480552
0.70822578 1.56609758
0.70822578 1.56609758
0.71085180 1.56679146
0.71347783 1.56882547
0.71610386 1.57203761
0.71872989 1.57609819
0.72135592 1.58043809
0.72398194 1.58421638
0.72660797 1.58643653
0.72923400 1.58625589
0.73186003 1.58327780
0.73448606 1.57755567
0.73711209 1.56938394
0.73973811 1.55911857
0.74236414 1.54710657
0.74499017 1.53368208
0.74761620 1.51918476
0.75024223 1.50398113
0.75286826 1.48848171
0.75549428 1.47314780
0.75812031 1.45847565
0.76074634 1.44494324
0.76337237 1.43291816
0.76599840 1.42256376
0.76862442 1.41380826
0.77125045 1.40640502
0.77387648 1.40004025

0.00000000 1.54467142
0.00259265 1.54396603
0.00518532 1.54178167
0.00777797 1.53798140
0.01037064 1.53643246
0.01296329 1.53061640
0.01555595 1.52601560
0.01814861 1.52707559
0.02074126 1.52872879
0.02333392 1.53108004
0.02592658 1.53420533
0.02851924 1.53814448
0.03111189 1.54289729
0.03370456 1.54842333
0.03629721 1.54832272
0.03888986 1.53966613
0.04148253 1.53041874
0.04407518 1.52067282
0.04666785 1.51058788
0.04926050 1.50058611
0.05185317 1.49274289
0.05444582 1.50067698
0.05703847 1.52695641
0.05963114 1.55383346
0.06222379 1.57716983
0.06481646 1.59591605
0.06740911 1.60989924
0.07000177 1.61946408
0.07259443 1.62523737
0.07259443 1.62523737
0.07520329 1.62484516
0.07781216 1.62366827
0.08042103 1.62170813
0.08302989 1.61897432
0.08563878 1.61549458
0.08824765 1.61132704
0.09085652 1.60657303
0.09346538 1.60138904
0.09607425 1.59599741
0.09868312 1.59069629
0.10129198 1.58587033
0.10390085 1.58199923
0.10650972 1.57964796
0.10911861 1.57939380
0.11172747 1.58163550
0.11433634 1.58632908
0.11694521 1.59286475
0.11955407 1.60022181
0.12216294 1.60725764
0.12477181 1.61296913
0.12738067 1.61670385
0.12998954 1.61828712
0.13259843 1.61799136
0.13520730 1.61636548
0.13781617 1.61403803
0.14042503 1.61157832
0.14303390 1.60942692
0.14564277 1.60787493
0.14825163 1.60707329
0.15086050 1.60705874
0.15346937 1.60778701
0.15607826 1.60916542
0.15868712 1.61108014
0.16129599 1.61341582
0.16390486 1.61606728
0.16651372 1.61894409
0.16912259 1.62196943
0.17173146 1.62507459
0.17434032 1.62819017
0.17694919 1.63123474
0.17955808 1.63410191
0.18216695 1.63664877
0.18477581 1.63869334
0.18738468 1.64003434
0.18999355 1.64050368
0.18999355 1.64050368
0.19258620 1.63965950
0.19517887 1.63728120
0.19777152 1.63377044
0.20036418 1.62965603
0.20295684 1.62550849
0.20554950 1.62190867
0.20814215 1.61943366
0.21073481 1.61861396
0.21332747 1.61983691
0.21592012 1.62322413
0.21851279 1.62856835
0.22110544 1.63539336
0.22369811 1.64309861
0.22629076 1.65109759
0.22888341 1.65890050
0.23147608 1.66614587
0.23406873 1.67260151
0.23666140 1.67814981
0.23925405 1.68276524
0.24184672 1.68648935
0.24443937 1.68940695
0.24703202 1.69162598
0.24962469 1.69326197
0.25221734 1.69442666
0.25481000 1.69522002
0.25740266 1.69572471
0.25999532 1.69600224
0.26258797 1.69609050
0.26258797 1.69609050
0.26519684 1.68039836
0.26780571 1.66515649
0.27041457 1.65063057
0.27302344 1.63711764
0.27563233 1.62498416
0.27824120 1.61475570
0.28085006 1.60732566
0.28345893 1.60437000
0.28606780 1.60858216
0.28867666 1.62167929
0.29128553 1.64128448
0.29389440 1.66314439
0.29650327 1.68400471
0.29911216 1.70156406
0.30172102 1.71100719
0.30432989 1.70543608
0.30693876 1.70151618
0.30954762 1.69947957
0.31215649 1.69939623
0.31476536 1.69742715
0.31737422 1.68870626
0.31998309 1.68137094
0.32259198 1.66374134
0.32520085 1.62507569
0.32780971 1.61582208
0.33041858 1.61968644
0.33302745 1.62321033
0.33563631 1.62616413
0.33824518 1.62834936
0.34085405 1.62963855
0.34346291 1.62998169
0.34607180 1.62378074
0.34868067 1.61299972
0.35128954 1.60325888
0.35389841 1.59462828
0.35650727 1.58709487
0.35911614 1.58060367
0.36172501 1.57508270
0.36433387 1.57045777
0.36694274 1.56666046
0.36955163 1.56363199
0.37216050 1.56124586
0.37476936 1.55619803
0.37737823 1.54834953
0.37998710 1.54467142
0.37998710 1.55841889
0.38261312 1.54542386
0.38523915 1.54698226
0.38786518 1.54877697
0.39049121 1.55524274
0.39311724 1.55356844
0.39574327 1.55162999
0.39836929 1.54949008
0.40099532 1.54722157
0.40362135 1.54490752
0.40624738 1.54264178
0.40887341 1.54053031
0.41149944 1.53869339
0.41412546 1.53726905
0.41675149 1.53641778
0.41937752 1.53632858
0.42200355 1.53722551
0.42462958 1.53937231
0.42725560 1.54306797
0.42988163 1.54861821
0.43250766 1.55626030
0.43513369 1.56602909
0.43775972 1.57759600
0.44038575 1.59015262
0.44301177 1.60239151
0.44563780 1.61267922
0.44563780 1.61267922
0.44823045 1.61267000
0.45082312 1.61263078
0.45341577 1.61253242
0.45600844 1.61234038
0.45860109 1.61202521
0.46119376 1.61156683
0.46378641 1.61095384
0.46637906 1.61018066
0.46897173 1.60924480
0.47156438 1.60814529
0.47415704 1.60688203
0.47674970 1.60545613
0.47934236 1.60387064
0.48193501 1.60213166
0.48452767 1.60024953
0.48712033 1.59823998
0.48971298 1.59612513
0.49230565 1.59393424
0.49489830 1.59170416
0.49749097 1.58947928
0.50008362 1.58731089
0.50267627 1.58525595
0.50526894 1.58337499
0.50786159 1.58172926
0.51045426 1.58037713
0.51304691 1.57937005
0.51563958 1.57874848
0.51823223 1.57853831
0.51823223 1.57853831
0.52084109 1.57896920
0.52344996 1.58018814
0.52605883 1.58199505
0.52866769 1.58411513
0.53127658 1.58625704
0.53388545 1.58815812
0.53649432 1.58960980
0.53910318 1.59046625
0.54171205 1.59064210
0.54432092 1.59010476
0.54692979 1.58886493
0.54953865 1.58696734
0.55214752 1.58448249
0.55475641 1.58149963
0.55736528 1.57812082
0.55997414 1.57445548
0.56258301 1.57061536
0.56519188 1.56670928
0.56780074 1.56283809
0.57040961 1.55908972
0.57301848 1.55553537
0.57562734 1.55222721
0.57823623 1.54919866
0.58084510 1.54646738
0.58345397 1.54404105
0.58606283 1.54192551
0.58867170 1.54013456
0.59128057 1.53870088
0.59388943 1.53768798
0.59649830 1.53720386
0.59910717 1.53741862
0.60171606 1.53858799
0.60432493 1.54107636
0.60693379 1.54533808
0.60954266 1.55176085
0.61215153 1.56034307
0.61476039 1.57047551
0.61736926 1.58110938
0.61997813 1.59114832
0.62258699 1.59978898
0.62519588 1.60666782
0.62780475 1.61177486
0.63041362 1.61525889
0.63302248 1.61727904
0.63563135 1.61794057
0.63563135 1.61794057
0.63822400 1.60722153
0.64081667 1.59663878
0.64340932 1.58846425
0.64600199 1.59491001
0.64859464 1.61239698
0.65118730 1.63108943
0.65377996 1.64962073
0.65637261 1.66764127
0.65896527 1.68165610
0.66155793 1.68477295
0.66415059 1.68728881
0.66674324 1.68926625
0.66933591 1.69076598
0.67192856 1.69184821
0.67452121 1.69257399
0.67711388 1.69300666
0.67970653 1.69138597
0.68229920 1.68888894
0.68489185 1.68648406
0.68748452 1.68419694
0.69007717 1.68207832
0.69266982 1.68020528
0.69526249 1.67868292
0.69785514 1.67764755
0.70044781 1.67727150
0.70304046 1.67776434
0.70563312 1.67934905
0.70822578 1.68166082
0.70822578 1.68166082
0.71085180 1.66907172
0.71347783 1.64701926
0.71610386 1.62454751
0.71872989 1.60373549
0.72135592 1.58858648
0.72398194 1.58551718
0.72660797 1.59247965
0.72923400 1.60330437
0.73186003 1.61534690
0.73448606 1.62763545
0.73711209 1.63970748
0.73973811 1.65127497
0.74236414 1.66211689
0.74499017 1.67203848
0.74761620 1.68085617
0.75024223 1.68663300
0.75286826 1.68562824
0.75549428 1.68513992
0.75812031 1.68520829
0.76074634 1.68585063
0.76337237 1.68705627
0.76599840 1.68878216
0.76862442 1.69094902
0.77125045 1.69343841
0.77387648 1.69609050

0.00000000 1.57428575
0.00259265 1.55804306
0.00518532 1.55702387
0.00777797 1.55561723
0.01037064 1.57974200
0.01296329 1.58247861
0.01555595 1.58438404
0.01814861 1.58466526
0.02074126 1.58312234
0.02333392 1.57998097
0.02592658 1.57553772
0.02851924 1.57001804
0.03111189 1.56357512
0.03370456 1.55631605
0.03629721 1.55464506
0.03888986 1.56145335
0.04148253 1.56871418
0.04407518 1.57627539
0.04666785 1.58397254
0.04926050 1.59163329
0.05185317 1.59907980
0.05444582 1.60612908
0.05703847 1.61259078
0.05963114 1.61826207
0.06222379 1.62291881
0.06481646 1.62630176
0.06740911 1.62809675
0.07000177 1.62790911
0.07259443 1.62523738
0.07259443 1.62523738
0.07520329 1.62484522
0.07781216 1.62366841
0.08042103 1.62170833
0.08302989 1.61897458
0.08563878 1.61549491
0.08824765 1.61132742
0.09085652 1.60657345
0.09346538 1.60138949
0.09607425 1.59599787
0.09868312 1.59069675
0.10129198 1.58587076
0.10390085 1.58199963
0.10650972 1.57964831
0.10911861 1.57939408
0.11172747 1.58163572
0.11433634 1.58632925
0.11694521 1.59286488
0.11955407 1.60022190
0.12216294 1.60725771
0.12477181 1.61296920
0.12738067 1.61670391
0.12998954 1.61828719
0.13259843 1.61799143
0.13520730 1.61636554
0.13781617 1.61403807
0.14042503 1.61157835
0.14303390 1.60942694
0.14564277 1.60787498
0.14825163 1.60707335
0.15086050 1.60705882
0.15346937 1.60778711
0.15607826 1.60916552
0.15868712 1.61108024
0.16129599 1.61341592
0.16390486 1.61606738
0.16651372 1.61894419
0.16912259 1.62196952
0.17173146 1.62507466
0.17434032 1.62819024
0.17694919 1.63123479
0.17955808 1.63410195
0.18216695 1.63664880
0.18477581 1.63869336
0.18738468 1.64003435
0.18999355 1.64050368
0.18999355 1.64050368
0.19258620 1.63965955
0.19517887 1.63728130
0.19777152 1.63377056
0.20036418 1.62965617
0.20295684 1.62550864
0.20554950 1.62190883
0.20814215 1.61943382
0.21073481 1.61861411
0.21332747 1.61983704
0.21592012 1.62322422
0.21851279 1.62856839
0.22110544 1.63539338
0.22369811 1.64309868
0.22629076 1.65109771
0.22888341 1.65890067
0.23147608 1.66614607
0.23406873 1.67260175
0.23666140 1.67815009
0.23925405 1.68276555
0.24184672 1.68648968
0.24443937 1.68940729
0.24703202 1.69162634
0.24962469 1.69326235
0.25221734 1.69442705
0.25481000 1.69522041
0.25740266 1.69572511
0.25999532 1.69600264
0.26258797 1.69609090
0.26258797 1.69609090
0.26519684 1.71198275
0.26780571 1.72783201
0.27041457 1.74340182
0.27302344 1.75845990
0.27563233 1.77277880
0.27824120 1.78613705
0.28085006 1.78602989
0.28345893 1.77546216
0.28606780 1.76492221
0.28867666 1.75455015
0.29128553 1.74449468
0.29389440 1.73491789
0.29650327 1.72600109
0.29911216 1.71795146
0.30172102 1.71399219
0.30432989 1.72005920
0.30693876 1.71977815
0.30954762 1.71458561
0.31215649 1.70652300
0.31476536 1.70094480
0.31737422 1.70249237
0.31998309 1.69379590
0.32259198 1.67605153
0.32520085 1.67296510
0.32780971 1.67185133
0.33041858 1.67182422
0.33302745 1.67104949
0.33563631 1.66691562
0.33824518 1.65842427
0.34085405 1.64728068
0.34346291 1.63537822
0.34607180 1.62938845
0.34868067 1.62790002
0.35128954 1.62555883
0.35389841 1.62237531
0.35650727 1.61828597
0.35911614 1.61310376
0.36172501 1.60651844
0.36433387 1.59831053
0.36694274 1.58872935
0.36955163 1.57845073
0.37216050 1.56555550
0.37476936 1.55966635
0.37737823 1.55872942
0.37998710 1.55841889
0.37998710 1.58887445
0.38261312 1.55821078
0.38523915 1.55759375
0.38786518 1.55658939
0.39049121 1.55950971
0.39311724 1.56365053
0.39574327 1.56965446
0.39836929 1.57653941
0.40099532 1.58387909
0.40362135 1.59132448
0.40624738 1.59853792
0.40887341 1.60519476
0.41149944 1.61100872
0.41412546 1.61576793
0.41675149 1.61936877
0.41937752 1.62183374
0.42200355 1.62330675
0.42462958 1.62402817
0.42725560 1.62429419
0.42988163 1.62439851
0.43250766 1.62454657
0.43513369 1.62473457
0.43775972 1.62460509
0.44038575 1.62333231
0.44301177 1.61969761
0.44563780 1.61267923
0.44563780 1.61267923
0.44823045 1.61267000
0.45082312 1.61263078
0.45341577 1.61253242
0.45600844 1.61234039
0.45860109 1.61202521
0.46119376 1.61156683
0.46378641 1.61095384
0.46637906 1.61018066
0.46897173 1.60924481
0.47156438 1.60814529
0.47415704 1.60688204
0.47674970 1.60545614
0.47934236 1.60387065
0.48193501 1.60213167
0.48452767 1.60024954
0.48712033 1.59823999
0.48971298 1.59612514
0.49230565 1.59393425
0.49489830 1.59170417
0.49749097 1.58947929
0.50008362 1.58731090
0.50267627 1.58525596
0.50526894 1.58337500
0.50786159 1.58172927
0.51045426 1.58037714
0.51304691 1.57937006
0.51563958 1.57874848
0.51823223 1.57853831
0.51823223 1.57853831
0.52084109 1.57896920
0.52344996 1.58018817
0.52605883 1.58199512
0.52866769 1.58411523
0.53127658 1.58625718
0.53388545 1.58815829
0.53649432 1.58961000
0.53910318 1.59046650
0.54171205 1.59064239
0.54432092 1.59010511
0.54692979 1.58886535
0.54953865 1.58696784
0.55214752 1.58448307
0.55475641 1.58150030
0.55736528 1.57812157
0.55997414 1.57445632
0.56258301 1.57061626
0.56519188 1.56671024
0.56780074 1.56283909
0.57040961 1.55909075
0.57301848 1.55553640
0.57562734 1.55222823
0.57823623 1.54919965
0.58084510 1.54646833
0.58345397 1.54404194
0.58606283 1.54192634
0.58867170 1.54013531
0.59128057 1.53870155
0.59388943 1.53768857
0.59649830 1.53720437
0.59910717 1.53741904
0.60171606 1.53858833
0.60432493 1.54107665
0.60693379 1.54533838
0.60954266 1.55176121
0.61215153 1.56034350
0.61476039 1.57047598
0.61736926 1.58110984
0.61997813 1.59114875
0.62258699 1.59978935
0.62519588 1.60666811
0.62780475 1.61177509
0.63041362 1.61525908
0.63302248 1.61727921
0.63563135 1.61794072
0.63563135 1.61794072
0.63822400 1.62826766
0.64081667 1.63794402
0.64340932 1.64681631
0.64600199 1.65480167
0.64859464 1.66187269
0.65118730 1.66804381
0.65377996 1.67335775
0.65637261 1.67787329
0.65896527 1.68490637
0.66155793 1.70072922
0.66415059 1.70787905
0.66674324 1.70550319
0.66933591 1.70244992
0.67192856 1.69948349
0.67452121 1.69666307
0.67711388 1.69397225
0.67970653 1.69321323
0.68229920 1.69326586
0.68489185 1.69324369
0.68748452 1.69323560
0.69007717 1.69334423
0.69266982 1.69369210
0.69526249 1.69443011
0.69785514 1.69574769
0.70044781 1.69787936
0.70304046 1.69263719
0.70563312 1.68684353
0.70822578 1.68307643
0.70822578 1.68307643
0.71085180 1.68165075
0.71347783 1.68167816
0.71610386 1.68192879
0.71872989 1.68275326
0.72135592 1.68471035
0.72398194 1.68855691
0.72660797 1.69503674
0.72923400 1.70291651
0.73186003 1.70205650
0.73448606 1.69957526
0.73711209 1.69700415
0.73973811 1.69448396
0.74236414 1.69210304
0.74499017 1.68994584
0.74761620 1.68809596
0.75024223 1.68839709
0.75286826 1.69451091
0.75549428 1.69909230
0.75812031 1.70210829
0.76074634 1.70361936
0.76337237 1.70378222
0.76599840 1.70283067
0.76862442 1.70104249
0.77125045 1.69870527
0.77387648 1.69609090

0.00000000 1.61414603
0.00259265 1.61416817
0.00518532 1.61425191
0.00777797 1.61444279
0.01037064 1.61516487
0.01296329 1.61650818
0.01555595 1.61915822
0.01814861 1.62349957
0.02074126 1.62940183
0.02333392 1.63639181
0.02592658 1.64399533
0.02851924 1.65186505
0.03111189 1.65977006
0.03370456 1.66756190
0.03629721 1.67514918
0.03888986 1.68248284
0.04148253 1.68954890
0.04407518 1.69636680
0.04666785 1.70299245
0.04926050 1.70952558
0.05185317 1.71612113
0.05444582 1.72300237
0.05703847 1.73046831
0.05963114 1.73887814
0.06222379 1.74858642
0.06481646 1.75981812
0.06740911 1.77253715
0.07000177 1.78641849
0.07259443 1.80096517
0.07259443 1.80096517
0.07520329 1.80076321
0.07781216 1.80017179
0.08042103 1.79923196
0.08302989 1.79800488
0.08563878 1.79656190
0.08824765 1.79497271
0.09085652 1.79329382
0.09346538 1.79156007
0.09607425 1.78978132
0.09868312 1.78794584
0.10129198 1.78603073
0.10390085 1.78401834
0.10650972 1.78191797
0.10911861 1.77979153
0.11172747 1.77778234
0.11433634 1.77614567
0.11694521 1.77527553
0.11955407 1.77571366
0.12216294 1.77811181
0.12477181 1.78311487
0.12738067 1.79117505
0.12998954 1.80239329
0.13259843 1.81650135
0.13520730 1.83297607
0.13781617 1.85116669
0.14042503 1.87033327
0.14303390 1.88954112
0.14564277 1.90731029
0.14825163 1.92083416
0.15086050 1.92552353
0.15346937 1.91878421
0.15607826 1.90386103
0.15868712 1.88502415
0.16129599 1.86472174
0.16390486 1.84422766
0.16651372 1.82429867
0.16912259 1.80545328
